grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,psl_trend,GMST_trend,AMV_index,IPO_index,member,psl_trend_forced,row_id,member_id
3440,321.25,-31.25,31.25,0.0,1,10.702600736780568,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,22.07081601873378,1G_3440,6
3441,323.75,-31.25,31.25,0.0,1,16.724860089176225,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,25.588753544840827,1G_3441,6
3442,326.25,-31.25,31.25,0.0,1,23.608403424177027,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,29.958563641396523,1G_3442,6
3443,328.75,-31.25,31.25,0.0,1,31.31057537290713,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.78630331309418,1G_3443,6
3444,331.25,-31.25,31.25,0.0,1,37.941041943898846,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,39.62535404949763,1G_3444,6
3445,333.75,-31.25,31.25,0.0,1,41.75579721817289,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,43.974998605946006,1G_3445,6
3446,336.25,-31.25,31.25,0.0,1,43.789253401890406,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,47.09202485482282,1G_3446,6
3447,338.75,-31.25,31.25,0.0,1,44.353864395521285,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,48.35655993684441,1G_3447,6
3448,341.25,-31.25,31.25,0.0,1,43.140931382273706,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,47.745708702200815,1G_3448,6
3449,343.75,-31.25,31.25,0.0,1,40.304055497431904,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,45.55422348574265,1G_3449,6
3450,346.25,-31.25,31.25,0.0,1,35.72081602326179,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,42.450650353919386,1G_3450,6
3451,348.75,-31.25,31.25,0.0,1,29.705317112098687,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,39.22588674402654,1G_3451,6
3452,351.25,-31.25,31.25,0.0,1,23.88375793941464,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,36.170304160033936,1G_3452,6
3453,353.75,-31.25,31.25,0.0,1,18.009655917446057,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,33.269846861970194,1G_3453,6
3454,356.25,-31.25,31.25,0.0,1,9.968831419711726,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,30.016641011116523,1G_3454,6
3455,358.75,-31.25,31.25,0.0,1,0.2230763069389532,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,26.238603988993987,1G_3455,6
3456,1.25,-28.75,28.75,0.0,1,-12.517463120112527,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,17.9196731094991,1G_3456,6
3457,3.75,-28.75,28.75,0.0,1,-16.918243763731166,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,15.215927232154902,1G_3457,6
3458,6.25,-28.75,28.75,0.0,1,-19.47952641427648,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,12.579275042203632,1G_3458,6
3459,8.75,-28.75,28.75,0.0,1,-21.21951154138784,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,9.9567840277292,1G_3459,6
3460,11.25,-28.75,28.75,0.0,1,-21.850885289448804,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,7.060594411601812,1G_3460,6
3461,13.75,-28.75,28.75,0.0,1,-20.81611670213205,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,3.674832830543219,1G_3461,6
3462,16.25,-28.75,28.75,0.0,1,-22.030625300525955,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,0.5204003040418566,1G_3462,6
3463,18.75,-28.75,28.75,1.0,0,-33.950814349992456,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,-3.895665293266092,1G_3463,6
3464,21.25,-28.75,28.75,1.0,0,-41.89236367963511,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,-5.529614245929114,1G_3464,6
3465,23.75,-28.75,28.75,1.0,0,-33.44491308979601,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,-1.079275922086104,1G_3465,6
3466,26.25,-28.75,28.75,1.0,0,-17.908492506393497,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,6.617837199543436,1G_3466,6
3467,28.75,-28.75,28.75,1.0,0,-8.23665898363468,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,14.4053859795617,1G_3467,6
3468,31.25,-28.75,28.75,0.0,3,-3.685308412310977,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,16.94938856251632,1G_3468,6
3469,33.75,-28.75,28.75,0.0,3,5.31653007711976,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,18.745687036486807,1G_3469,6
3470,36.25,-28.75,28.75,0.0,3,15.414464297846957,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,22.05808585507341,1G_3470,6
3471,38.75,-28.75,28.75,0.0,3,23.49961083225002,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,22.758797791412384,1G_3471,6
3472,41.25,-28.75,28.75,0.0,3,27.49333120551365,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,21.93661466914909,1G_3472,6
3473,43.75,-28.75,28.75,0.0,3,27.29118171139988,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,20.09732343166322,1G_3473,6
3474,46.25,-28.75,28.75,0.0,3,24.99268465399345,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,17.877563387819997,1G_3474,6
3475,48.75,-28.75,28.75,0.0,3,24.1546626368377,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,16.723346422645992,1G_3475,6
3476,51.25,-28.75,28.75,0.0,3,25.806335476068053,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,17.520902325498714,1G_3476,6
3477,53.75,-28.75,28.75,0.0,3,27.17344128408049,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,18.990710997657697,1G_3477,6
3478,56.25,-28.75,28.75,0.0,3,28.574698640945723,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,20.098293416018564,1G_3478,6
3479,58.75,-28.75,28.75,0.0,3,30.05508441445125,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,21.16086585459204,1G_3479,6
3480,61.25,-28.75,28.75,0.0,3,29.853211231678127,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,22.09961116099938,1G_3480,6
3481,63.75,-28.75,28.75,0.0,3,28.28190843895361,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,23.08550255414988,1G_3481,6
3482,66.25,-28.75,28.75,0.0,3,26.053146100408625,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,24.40731036715265,1G_3482,6
3483,68.75,-28.75,28.75,0.0,3,24.353955285984156,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,26.120545210876923,1G_3483,6
3484,71.25,-28.75,28.75,0.0,3,23.540017405047728,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,27.7769125165105,1G_3484,6
3485,73.75,-28.75,28.75,0.0,3,23.6255796449524,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,29.080825039915084,1G_3485,6
3486,76.25,-28.75,28.75,0.0,3,24.51388873118376,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,30.33045316226456,1G_3486,6
3487,78.75,-28.75,28.75,0.0,3,26.252850638072907,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,31.84705691353218,1G_3487,6
3488,81.25,-28.75,28.75,0.0,3,29.17200644830444,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,33.54169704819214,1G_3488,6
3489,83.75,-28.75,28.75,0.0,3,32.4705755839929,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,35.2674325692943,1G_3489,6
3490,86.25,-28.75,28.75,0.0,3,34.85157047575368,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,37.07536798799792,1G_3490,6
3491,88.75,-28.75,28.75,0.0,3,36.65974553162242,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,38.8420212785808,1G_3491,6
3492,91.25,-28.75,28.75,0.0,3,38.232656662729084,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,40.19367798346809,1G_3492,6
3493,93.75,-28.75,28.75,0.0,3,38.241456470841264,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,40.83288248345415,1G_3493,6
3494,96.25,-28.75,28.75,0.0,3,35.95845446408098,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,40.624527371881626,1G_3494,6
3495,98.75,-28.75,28.75,0.0,3,32.067092049720735,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,40.152663917154165,1G_3495,6
3496,101.25,-28.75,28.75,0.0,3,27.64130195296907,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,40.006989139044464,1G_3496,6
3497,103.75,-28.75,28.75,0.0,3,23.697711301223134,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,40.18026250085581,1G_3497,6
3498,106.25,-28.75,28.75,0.0,3,21.091708196778903,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,39.67287571839161,1G_3498,6
3499,108.75,-28.75,28.75,0.0,3,20.012153937613007,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,37.08886576688312,1G_3499,6
3500,111.25,-28.75,28.75,0.0,3,18.24039943250215,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,32.266824814599104,1G_3500,6
3501,113.75,-28.75,28.75,0.0,3,13.717292708512597,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,25.39300558765683,1G_3501,6
3502,116.25,-28.75,28.75,1.0,0,2.6980778517593853,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,16.443434085819852,1G_3502,6
3503,118.75,-28.75,28.75,1.0,0,-9.64728952252175,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,11.236916197543728,1G_3503,6
3504,121.25,-28.75,28.75,1.0,0,-10.99314858181626,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,12.843422349847598,1G_3504,6
3505,123.75,-28.75,28.75,1.0,0,-7.321670746061516,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,16.40626763250707,1G_3505,6
3506,126.25,-28.75,28.75,1.0,0,-8.073761550835432,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,18.776230196785896,1G_3506,6
3507,128.75,-28.75,28.75,1.0,0,-11.295378276035969,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,20.012525005742148,1G_3507,6
3508,131.25,-28.75,28.75,1.0,0,-13.096245061889997,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,20.73167997417968,1G_3508,6
3509,133.75,-28.75,28.75,1.0,0,-13.966049005534453,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,20.23777986225108,1G_3509,6
3510,136.25,-28.75,28.75,1.0,0,-15.18219921165718,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,18.341865416414443,1G_3510,6
3511,138.75,-28.75,28.75,1.0,0,-16.422895872293232,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,16.660620296594697,1G_3511,6
3512,141.25,-28.75,28.75,1.0,0,-15.783805581759752,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,17.202593811899835,1G_3512,6
3513,143.75,-28.75,28.75,1.0,0,-10.258030117915675,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,19.69970564133944,1G_3513,6
3514,146.25,-28.75,28.75,1.0,0,-0.0056581868225772,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,23.50025712979612,1G_3514,6
3515,148.75,-28.75,28.75,1.0,0,12.620006784310071,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,28.82195169560008,1G_3515,6
3516,151.25,-28.75,28.75,1.0,0,19.157818167834236,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,35.52895823995838,1G_3516,6
3517,153.75,-28.75,28.75,0.0,2,15.31450564987501,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,41.577594207842246,1G_3517,6
3518,156.25,-28.75,28.75,0.0,2,10.913196460892877,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,45.96402640207275,1G_3518,6
3519,158.75,-28.75,28.75,0.0,2,11.98000210634827,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,49.43064144079333,1G_3519,6
3520,161.25,-28.75,28.75,0.0,2,16.444764520842682,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,52.67770709390671,1G_3520,6
3521,163.75,-28.75,28.75,0.0,2,23.31475305815192,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,56.35026293206471,1G_3521,6
3522,166.25,-28.75,28.75,0.0,2,29.73751210203856,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,60.05893614358604,1G_3522,6
3523,168.75,-28.75,28.75,0.0,2,34.23878005168591,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,63.4909489835772,1G_3523,6
3524,171.25,-28.75,28.75,0.0,2,38.28362760259005,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,66.52066687399841,1G_3524,6
3525,173.75,-28.75,28.75,0.0,2,41.719905678191125,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,69.30015451485991,1G_3525,6
3526,176.25,-28.75,28.75,0.0,2,44.10280042051969,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,71.59084188833451,1G_3526,6
3527,178.75,-28.75,28.75,0.0,2,45.854287351433854,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,73.28276272805788,1G_3527,6
3528,181.25,-28.75,28.75,0.0,2,46.17969200464772,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,74.433689276226,1G_3528,6
3529,183.75,-28.75,28.75,0.0,2,43.66979506906959,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,74.70301783087837,1G_3529,6
3530,186.25,-28.75,28.75,0.0,2,39.12476874563304,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,73.9528736522137,1G_3530,6
3531,188.75,-28.75,28.75,0.0,2,34.8545756715424,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,72.23927011681083,1G_3531,6
3532,191.25,-28.75,28.75,0.0,2,30.556760665567744,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,70.02619249895278,1G_3532,6
3533,193.75,-28.75,28.75,0.0,2,24.588118156673943,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,67.41158752963466,1G_3533,6
3534,196.25,-28.75,28.75,0.0,2,17.59990241224547,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,64.43853974569309,1G_3534,6
3535,198.75,-28.75,28.75,0.0,2,10.95112950620566,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,61.57094243741389,1G_3535,6
3536,201.25,-28.75,28.75,0.0,2,4.797756586522871,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,59.0740904228156,1G_3536,6
3537,203.75,-28.75,28.75,0.0,2,-0.2104453531928667,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,56.94817186224074,1G_3537,6
3538,206.25,-28.75,28.75,0.0,2,-3.5895343172596097,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,55.05282462067584,1G_3538,6
3539,208.75,-28.75,28.75,0.0,2,-6.546594034551977,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,53.52133284823586,1G_3539,6
3540,211.25,-28.75,28.75,0.0,2,-9.451931362467818,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,52.51267550426767,1G_3540,6
3541,213.75,-28.75,28.75,0.0,2,-11.923375514043062,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,51.89420412518133,1G_3541,6
3542,216.25,-28.75,28.75,0.0,2,-14.807756711299804,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,51.512320920353474,1G_3542,6
3543,218.75,-28.75,28.75,0.0,2,-17.02462105053742,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,51.071864102096775,1G_3543,6
3544,221.25,-28.75,28.75,0.0,2,-17.694977737703894,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,50.27487585366816,1G_3544,6
3545,223.75,-28.75,28.75,0.0,2,-18.162876092384188,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,48.96489738582347,1G_3545,6
3546,226.25,-28.75,28.75,0.0,2,-18.750437303523967,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,47.38530489611635,1G_3546,6
3547,228.75,-28.75,28.75,0.0,2,-19.87777548700428,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,45.62009270306842,1G_3547,6
3548,231.25,-28.75,28.75,0.0,2,-21.88425501282528,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,43.51688654980851,1G_3548,6
3549,233.75,-28.75,28.75,0.0,2,-24.118486717545803,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,41.19341653820101,1G_3549,6
3550,236.25,-28.75,28.75,0.0,2,-25.238944768228915,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,38.7740321278336,1G_3550,6
3551,238.75,-28.75,28.75,0.0,2,-24.92498249529362,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,36.57347774628339,1G_3551,6
3552,241.25,-28.75,28.75,0.0,2,-24.87115647216498,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.77670926289293,1G_3552,6
3553,243.75,-28.75,28.75,0.0,2,-26.676935540317285,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,33.56766091620236,1G_3553,6
3554,246.25,-28.75,28.75,0.0,2,-30.563021028095587,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,33.250572074786966,1G_3554,6
3555,248.75,-28.75,28.75,0.0,2,-35.30511059501012,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,33.556713044458675,1G_3555,6
3556,251.25,-28.75,28.75,0.0,2,-40.61538725609077,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,33.90388613827069,1G_3556,6
3557,253.75,-28.75,28.75,0.0,2,-46.67903626167106,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.13899610494611,1G_3557,6
3558,256.25,-28.75,28.75,0.0,2,-52.15565650840579,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.253340366543696,1G_3558,6
3559,258.75,-28.75,28.75,0.0,2,-56.01856055414845,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.16094953123432,1G_3559,6
3560,261.25,-28.75,28.75,0.0,2,-56.844915873101954,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.03888138041353,1G_3560,6
3561,263.75,-28.75,28.75,0.0,2,-54.36381574399058,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.11947275488847,1G_3561,6
3562,266.25,-28.75,28.75,0.0,2,-49.750519043860365,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.48805236521304,1G_3562,6
3563,268.75,-28.75,28.75,0.0,2,-43.421876276249286,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.95276750319417,1G_3563,6
3564,271.25,-28.75,28.75,0.0,2,-35.62503920825235,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,35.037043010898344,1G_3564,6
3565,273.75,-28.75,28.75,0.0,2,-27.62915155376673,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,34.57523600273192,1G_3565,6
3566,276.25,-28.75,28.75,0.0,2,-20.44419690452109,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,33.34792144274767,1G_3566,6
3567,278.75,-28.75,28.75,0.0,2,-13.096129359213938,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,31.03292388658824,1G_3567,6
3568,281.25,-28.75,28.75,0.0,1,-6.232834600144378,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,27.93671535465856,1G_3568,6
3569,283.75,-28.75,28.75,0.0,1,-0.5887551783014595,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,23.328993724506507,1G_3569,6
3570,286.25,-28.75,28.75,0.0,1,0.0711082288833741,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,16.730981406964233,1G_3570,6
3571,288.75,-28.75,28.75,0.0,1,-3.466222176130477,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,13.329923542403186,1G_3571,6
3572,291.25,-28.75,28.75,1.0,0,-6.937164981242779,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,14.218133756376352,1G_3572,6
3573,293.75,-28.75,28.75,1.0,0,-7.469887989411083,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,15.047207430066916,1G_3573,6
3574,296.25,-28.75,28.75,1.0,0,-5.7839215226416085,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,13.074716189030871,1G_3574,6
3575,298.75,-28.75,28.75,1.0,0,-8.896081975647068,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,8.87684402402526,1G_3575,6
3576,301.25,-28.75,28.75,1.0,0,-12.427269177080872,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,6.243289387071434,1G_3576,6
3577,303.75,-28.75,28.75,1.0,0,-13.790217758856096,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,6.148997673951532,1G_3577,6
3578,306.25,-28.75,28.75,1.0,0,-16.099732065250297,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,7.6044381129313425,1G_3578,6
3579,308.75,-28.75,28.75,1.0,0,-14.03523437774336,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,11.814518811519346,1G_3579,6
3580,311.25,-28.75,28.75,0.0,1,-10.658934092593878,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,15.690858575627528,1G_3580,6
3581,313.75,-28.75,28.75,0.0,1,-11.2091844262704,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,15.906452229810045,1G_3581,6
3582,316.25,-28.75,28.75,0.0,1,-12.143300399943053,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,15.91064096838192,1G_3582,6
3583,318.75,-28.75,28.75,0.0,1,-8.634096774257376,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,18.14565109595415,1G_3583,6
3584,321.25,-28.75,28.75,0.0,1,-1.7700165118244997,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,22.40916500842028,1G_3584,6
3585,323.75,-28.75,28.75,0.0,1,6.93773625583799,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,27.74860864203056,1G_3585,6
3586,326.25,-28.75,28.75,0.0,1,17.163304339993296,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,33.40463559655651,1G_3586,6
3587,328.75,-28.75,28.75,0.0,1,26.276198860457168,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,38.728607988145015,1G_3587,6
3588,331.25,-28.75,28.75,0.0,1,33.2405914313543,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,43.14238915030475,1G_3588,6
3589,333.75,-28.75,28.75,0.0,1,38.45677931559062,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,46.297105070455,1G_3589,6
3590,336.25,-28.75,28.75,0.0,1,41.67469251958291,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,47.84596109279451,1G_3590,6
3591,338.75,-28.75,28.75,0.0,1,41.76914407878184,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,47.56820945681977,1G_3591,6
3592,341.25,-28.75,28.75,0.0,1,38.941116386552665,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,45.69770304897309,1G_3592,6
3593,343.75,-28.75,28.75,0.0,1,34.09376529599714,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,42.64890758672675,1G_3593,6
3594,346.25,-28.75,28.75,0.0,1,27.907639373417428,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,39.15723502047798,1G_3594,6
3595,348.75,-28.75,28.75,0.0,1,21.181595884932037,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,35.83968086545112,1G_3595,6
3596,351.25,-28.75,28.75,0.0,1,15.294266164881996,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,32.64588383800259,1G_3596,6
3597,353.75,-28.75,28.75,0.0,1,9.325896973930682,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,29.23593133291692,1G_3597,6
3598,356.25,-28.75,28.75,0.0,1,1.9686587422234776,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,25.349188849255366,1G_3598,6
3599,358.75,-28.75,28.75,0.0,1,-5.8280833958923255,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,21.277485338444837,1G_3599,6
3600,1.25,-26.25,26.25,0.0,1,-12.294304292379405,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,13.08143134796764,1G_3600,6
3601,3.75,-26.25,26.25,0.0,1,-15.093321573992856,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,10.251344534289894,1G_3601,6
3602,6.25,-26.25,26.25,0.0,1,-16.653308350217245,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,7.570098212629894,1G_3602,6
3603,8.75,-26.25,26.25,0.0,1,-16.985948202862915,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,4.748751061791179,1G_3603,6
3604,11.25,-26.25,26.25,0.0,1,-15.732679572793474,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,1.4259327890652769,1G_3604,6
3605,13.75,-26.25,26.25,0.0,1,-12.13287692666425,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,-0.5403246050488075,1G_3605,6
3606,16.25,-26.25,26.25,1.0,0,-17.286681027690033,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,-1.4261843839884711,1G_3606,6
3607,18.75,-26.25,26.25,1.0,0,-32.721160661168085,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,-3.449846109936274,1G_3607,6
3608,21.25,-26.25,26.25,1.0,0,-34.55223197460726,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,-3.577669190296014,1G_3608,6
3609,23.75,-26.25,26.25,1.0,0,-25.72138645694296,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,0.7373495296785991,1G_3609,6
3610,26.25,-26.25,26.25,1.0,0,-19.351570448396103,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,6.961147430807295,1G_3610,6
3611,28.75,-26.25,26.25,1.0,0,-8.926237676746663,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,15.60867836999136,1G_3611,6
3612,31.25,-26.25,26.25,1.0,0,-1.494403261481184,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,17.921109022839826,1G_3612,6
3613,33.75,-26.25,26.25,0.0,3,1.4104149246558184,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,16.796447393580838,1G_3613,6
3614,36.25,-26.25,26.25,0.0,3,6.835054254655764,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,19.205034708342644,1G_3614,6
3615,38.75,-26.25,26.25,0.0,3,12.21619939174129,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,18.78726718095373,1G_3615,6
3616,41.25,-26.25,26.25,0.0,3,16.136131680737392,1.0897317043058377,-0.0030914111097561,-0.0255321753446877,1G,17.49989814682599,1G_3616,6
